FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
2833,15,37,32,11,-10,5,0,4023.8,8354.43,25533.35,1116,-1.72,2.7,11.1,0.7,426,322.56
2834,15,37,35,11,-3,2,3,4023.8,8354.44,25536.56,1113,-1.73,1.96,10.23,0.78,426,322.56
2835,15,37,36,11,-7,3,5,4023.8,8354.44,25539.76,1115,-1.72,1.96,10.78,0.58,427,323.44
2836,15,37,40,11,-8,3,-3,4023.8,8354.45,25552.62,1106,-1.73,2.3,11.14,0.7,426,322.56
2837,15,37,42,11,-3,1,-2,4023.9,8354.45,25565.52,1104,-1.72,1.92,9.96,0.78,426,322.56
2838,15,37,44,11,5,0,2,4023.9,8354.45,25565.52,1108,-1.68,2.11,11.68,0.62,425,321.68
2839,15,37,46,11,-6,3,-2,4023.1,8354.46,25594.67,1106,-1.69,1.92,10.43,0.62,427,323.44
2840,15,37,48,11,-13,4,3,4023.1,8354.47,25594.67,1103,-1.66,2,10.78,0.7,425,321.68
2841,15,37,51,11,-3,0,7,4023.1,8354.47,25597.92,1096,-1.68,2.11,11.65,0.62,425,321.68
2842,15,37,52,11,-2,1,0,4023.1,8354.47,25591.42,1093,-1.66,1.96,9.68,0.7,425,321.68
2843,15,37,55,11,0,0,-9,4023.1,8354.48,25614.21,1094,-1.65,2,11.2,0.62,427,323.44
2844,15,37,58,11,-3,0,2,4023.11,8354.49,25620.75,1095,-1.66,2.7,10.82,0.7,425,321.68
2845,15,38,0,11,-9,1,1,4023.11,8354.5,25620.75,1090,-1.66,1.96,10.35,0.66,425,321.68
2846,15,38,2,11,-10,1,1,4023.12,8354.5,25660.16,1081,-1.66,2,10.86,0.62,425,321.68
2847,15,38,4,11,0,0,1,4023.12,8354.5,25637.13,1081,-1.65,2.3,11.2,0.7,425,321.68
2848,15,38,7,11,0,1,3,4023.12,8354.5,25673.37,1072,-1.65,1.96,10.51,0.66,426,322.56
2849,15,38,8,11,-6,2,-5,4023.12,8354.51,25663.46,1074,-1.66,2.3,11.1,0.7,426,321.68
2850,15,38,11,11,-4,1,-1,4023.12,8354.51,25676.68,1075,-1.66,2.7,11.21,0.66,425,321.68
2851,15,38,12,11,-2,1,1,4023.12,8354.52,25686.63,1077,-1.66,1.84,9.61,0.66,425,321.68
2852,15,38,16,11,-11,3,8,4023.13,8354.52,25716.6,1070,-1.66,2.7,11.57,0.62,425,321.68
2853,15,38,18,11,-2,1,-3,4023.13,8354.52,25703.25,1068,-1.66,2.3,11.1,0.7,425,321.68
2854,15,38,20,11,-2,2,1,4023.13,8354.52,25713.26,1063,-1.65,1.96,9.8,0.82,425,321.68
2855,15,38,22,11,1,3,-3,4023.13,8354.53,25729.99,1062,-1.65,2.11,11.53,0.62,425,321.68
2856,15,38,24,11,-3,4,-3,4023.13,8354.54,25733.34,1060,-1.66,1.96,10.31,0.7,425,322.56
2857,15,38,27,11,-11,7,8,4023.13,8354.54,25746.78,1056,-1.66,2.3,11.1,0.66,425,321.68
2858,15,38,28,11,-5,6,4,4023.14,8354.54,25753.51,1048,-1.65,2.3,11.25,0.62,426,321.68
2859,15,38,31,11,-3,6,-3,4023.14,8354.53,25767.2,1047,-1.65,1.84,9.53,0.82,426,321.68
2860,15,38,34,11,3,5,4,4023.14,8354.54,25770.4,1051,-1.65,2.3,11.21,0.7,426,322.56
2861,15,38,36,11,-6,8,2,4023.14,8354.54,25787.34,1049,-1.65,2.3,10.82,0.74,426,322.56
2862,15,38,38,11,0,7,-3,4023.14,8354.55,25811.18,1047,-1.65,1.92,9.84,0.74,426,322.56
2863,15,38,40,11,-9,10,1,4023.15,8354.55,25787.34,1049,-1.65,2.3,11.1,0.7,426,322.56
2864,15,38,43,11,-7,9,1,4023.15,8354.55,25800.95,1038,-1.66,2.7,11.1,0.66,426,322.56
2865,15,38,44,11,1,8,-1,4023.16,8354.55,25814.6,1032,-1.69,1.92,9.84,0.78,425,321.68
2866,15,38,47,11,1,9,10,4023.16,8354.55,25811.18,1035,-1.66,2.15,11.8,0.62,426,321.68
2867,15,38,48,11,-1,12,3,4023.16,8354.56,25824.87,1031,-1.66,1.88,9.96,0.78,425,321.68
2868,15,38,51,11,0,12,-11,4023.16,8354.56,25852.36,1021,-1.65,2,11.17,0.19,426,322.56
2869,15,38,54,11,-8,12,-2,4023.17,8354.56,25838.59,1022,-1.61,2.11,11.14,0.62,425,321.68
2870,15,38,56,11,-2,10,2,4023.17,8354.56,25869.63,1020,-1.61,1.8,9.29,0.66,425,321.68
2871,15,38,58,11,-6,11,8,4023.17,8354.56,25866.16,1011,-1.58,2.15,11.76,0.66,426,321.68
2872,15,39,0,11,-8,11,-1,4023.17,8354.56,25876.56,1016,-1.58,1.84,9.8,0.7,427,323.44
2873,15,39,3,11,8,8,3,4023.17,8354.57,25900.89,1010,-1.55,2.15,11.37,0.66,425,321.68
2874,15,39,4,11,4,7,1,4023.18,8354.56,25886.97,1010,-1.54,2.3,10.98,0.7,425,321.68
2875,15,39,7,11,-12,10,-4,4023.18,8354.56,25907.87,1010,-1.55,2.3,10.82,0.7,425,321.68
2876,15,39,8,11,-10,8,0,4023.18,8354.56,25921.86,1003,-1.55,2.15,11.41,0.66,425,320.8
2877,15,39,12,11,4,3,4,4023.17,8354.57,25932.38,1004,-1.55,1.96,10.35,0.74,425,321.68
2878,15,39,14,11,3,5,3,4023.17,8354.56,25932.38,1001,-1.58,2.7,11.37,0.66,425,321.68
2879,15,39,16,11,-8,7,-1,4023.17,8354.56,25928.87,993,-1.56,1.96,10.43,0.7,425,321.68
2880,15,39,18,11,286,48,-286,4023.17,8354.56,25960.56,996,-1.61,-20.8,-6.74,15.1,425,321.68
2881,15,39,20,9,286,68,45,4023.17,8354.56,25932.38,1000,-1.61,1.56,4.51,0.7,425,320.8
2882,15,39,23,11,-190,67,16,4023.17,8354.57,25897.41,1013,-1.65,1.41,4.51,0.94,425,321.68
2883,15,39,24,11,-119,9,-52,4023.17,8354.57,25852.36,1023,-1.72,2.7,1.52,-4.78,425,321.68
2884,15,39,27,11,20,-64,5,4023.17,8354.58,25783.95,1040,-1.82,1.88,8.74,-1.13,424,320.8
2885,15,39,30,10,-17,-48,135,4023.17,8354.58,25696.6,1069,-1.87,1.49,10.51,0.86,425,321.68
2886,15,39,32,11,-42,-23,8,4023.17,8354.59,25637.13,1088,-2.1,1.72,14.12,0.3,425,321.68
2887,15,39,34,11,52,-7,-21,4023.17,8354.58,25565.52,1109,-2.1,1.5,10.98,-1.9,425,321.68
2888,15,39,36,10,154,18,-79,4023.17,8354.59,25444.5,1150,-2.7,0.39,14.74,0.5,425,321.68
2889,15,39,39,10,14,12,-28,4023.17,8354.6,25366.65,1173,-2.9,1.92,12.47,0.23,425,321.68
2890,15,39,40,10,16,-6,-19,4023.18,8354.6,25305.33,1189,-2.18,2,12.27,0.15,425,321.68
2891,15,39,43,10,-82,-43,11,4023.18,8354.61,25223.87,1221,-2.25,1.68,10.55,0.9,425,321.68
2892,15,39,44,10,-70,-55,-69,4023.18,8354.61,25123.34,1253,-2.36,1.64,12.59,0.62,425,320.8
2893,15,39,48,10,-57,33,-49,4023.18,8354.62,25062.34,1277,-2.36,3.13,11.57,0.62,425,321.68
2894,15,39,50,10,-67,53,75,4023.18,8354.62,24970.96,1306,-2.31,2.51,8.98,0.66,425,321.68
2895,15,39,52,10,8,-18,76,4023.18,8354.63,24900.82,1336,-2.4,1.92,16.8,0.58,424,320.8
2896,15,39,54,10,-27,-80,32,4023.17,8354.63,24820.78,1357,-2.39,1.37,12.43,0.15,425,321.68
2897,15,39,56,10,-18,-58,-99,4023.16,8354.63,24747.5,1390,-2.31,1.92,11.29,-1.52,425,321.68
2898,15,39,59,10,-272,-34,-51,4023.15,8354.63,24678.2,1412,-2.28,0.11,14.27,0.39,425,321.68
2899,15,40,0,10,17,23,60,4023.14,8354.62,24578.31,1451,-2.21,1.68,12.35,-1.9,425,321.68
2900,15,40,3,10,-9,15,34,4023.13,8354.62,24518.99,1471,-2.31,1.49,10.66,-1.92,425,321.68
2901,15,40,4,10,-51,-95,-59,4023.12,8354.61,24430.14,1509,-2.52,1.68,12.94,0.86,426,322.56
2902,15,40,8,9,8,-59,0,4023.1,8354.61,24367.69,1539,-2.45,2.62,8.94,0.9,425,320.8
2903,15,40,10,10,35,-21,43,4023.1,8354.61,24288.96,1567,-2.74,1.68,13.69,0.31,425,321.68
2904,15,40,12,10,0,30,35,4023.1,8354.6,24216.32,1592,-2.76,2.43,12.31,0.5,425,320.8
2905,15,40,14,10,29,22,0,4023.1,8354.6,24159,1622,-3.5,1.5,12.31,0.27,425,321.68
2906,15,40,16,10,19,19,-24,4023.9,8354.59,24076.63,1647,-2.88,1.45,11.41,0.74,425,321.68
2907,15,40,19,10,-28,29,157,4023.9,8354.59,24000.25,1687,-2.81,3.2,9.53,-1.56,425,321.68
2908,15,40,20,10,103,17,74,4023.9,8354.59,23938.66,1717,-2.65,2.54,10.94,0.19,425,321.68
2909,15,40,23,10,7,-9,37,4023.8,8354.59,23864.44,1739,-2.91,0.9,11.84,0.98,424,320.8
2910,15,40,26,10,55,-9,177,4023.8,8354.57,23786.95,1780,-2.81,2.78,9.25,0.74,425,321.68
2911,15,40,28,10,-13,55,14,4023.8,8354.56,23738.88,1814,-2.93,2.15,11.29,0.23,424,321.68
2912,15,40,30,10,0,130,42,4023.7,8354.55,23656.94,1838,-2.84,1.92,12.63,0.7,425,321.68
2913,15,40,32,10,-21,163,79,4023.7,8354.53,23601.66,1869,-2.75,0.39,13.92,1.76,427,323.44
2914,15,40,35,10,28,84,35,4023.6,8354.52,23532.4,1891,-2.77,1.49,13.29,0.43,424,320.8
2915,15,40,36,10,5,16,-8,4023.6,8354.51,23441.55,1948,-2.63,2.66,11.8,0.23,424,320.8
2916,15,40,39,10,32,-45,101,4023.6,8354.5,23384.59,1968,-3.3,1.84,13.88,0.74,426,321.68
2917,15,40,40,10,-95,66,53,4023.5,8354.49,23328.29,2011,-2.82,1.52,12.67,0.66,425,321.68
2918,15,40,44,10,-23,122,-6,4023.5,8354.46,23246.99,2040,-2.84,1.37,11.92,0.54,425,321.68
2919,15,40,46,10,-33,66,3,4023.5,8354.44,23176.69,2078,-2.76,0.98,11.72,0.7,425,321.68
2920,15,40,48,10,-13,10,24,4023.5,8354.42,23115.2,2117,-3.1,1.92,12.12,0.66,425,321.68
2921,15,40,50,10,57,57,26,4023.6,8354.41,23069.27,2135,-2.95,2.35,11.25,0.7,425,321.68
2922,15,40,52,10,-19,-50,-52,4023.6,8354.39,22997.67,2170,-3.28,1.96,10.63,-1.6,426,322.56
2923,15,40,55,10,55,-87,57,4023.6,8354.39,22932.62,2211,-3.38,2.51,10.7,0.23,425,321.68
2924,15,40,56,10,28,-89,86,4023.6,8354.39,22862.93,2245,-3.81,1.56,11.65,0.27,425,321.68
2925,15,40,59,10,35,-111,37,4023.7,8354.39,22795.99,2279,-4.41,1.72,11.14,0.5,425,321.68
2926,15,41,2,10,-47,-83,-37,4023.7,8354.39,22726.37,2328,-4.9,2.11,12.63,0.3,426,321.68
2927,15,41,4,10,53,-44,-27,4023.7,8354.38,22657.7,2360,-4.94,1.84,12.4,0.27,425,321.68
2928,15,41,6,10,1,106,92,4023.7,8354.38,22615.89,2389,-5.8,1.5,11.25,-1.29,425,321.68
2929,15,41,8,10,86,172,-14,4023.8,8354.38,22535,2428,-5.1,1.17,14.82,0.7,425,321.68
2930,15,41,11,10,67,76,61,4023.8,8354.37,22470.52,2480,-5,2.11,12.51,0.35,426,322.56
2931,15,41,12,10,79,-17,81,4023.8,8354.37,22411.84,2506,-5.23,2.94,11.17,-1.52,426,322.56
2932,15,41,15,10,-41,-62,-77,4023.8,8354.38,22343.94,2541,-5.4,1.13,14.43,0.5,425,321.68
2933,15,41,16,10,96,8,-48,4023.8,8354.38,22294.82,2576,-5.26,2.62,13.29,0.78,425,321.68
2934,15,41,20,10,-46,98,77,4023.8,8354.38,22228.42,2624,-5.78,2.3,13.61,0.31,425,321.68
2935,15,41,22,10,21,127,-48,4023.8,8354.38,22166.5,2655,-5.78,1.17,11.65,0.94,425,321.68
2936,15,41,24,10,75,47,-32,4023.7,8354.39,22112.27,2691,-5.91,2.62,11.65,-1.13,425,321.68
2937,15,41,26,10,14,-9,5,4023.7,8354.39,22045.5,2737,-5.48,2.27,14.9,0.15,425,321.68
2938,15,41,28,10,-23,3,21,4023.6,8354.37,21966.41,2782,-5.89,1.25,8.23,-2.66,425,321.68
2939,15,41,31,10,7,142,81,4023.6,8354.36,21923.74,2809,-5.59,0.98,14.23,0.74,425,321.68
2940,15,41,32,10,-23,97,-111,4023.5,8354.35,21866.37,2849,-5.99,0.9,10.82,0.23,425,321.68
2941,15,41,35,10,-25,53,90,4023.4,8354.35,21797.75,2889,-6.67,1.72,10.63,0.23,425,321.68
2942,15,41,36,10,-21,145,-23,4023.4,8354.34,21741.73,2932,-6.27,1.29,8.19,-1.84,425,322.56
2943,15,41,40,10,-119,69,55,4023.3,8354.34,21668.9,2981,-6.85,0.27,15.21,0.31,425,321.68
2944,15,41,42,10,-8,77,53,4023.3,8354.33,21618.5,3020,-6.48,2.39,13.2,0.19,425,321.68
2945,15,41,44,10,19,-19,48,4023.4,8354.34,21548.74,3065,-6.84,2.11,14.59,0.19,425,321.68
2946,15,41,46,10,-30,-29,-1,4023.4,8354.34,21495.26,3105,-6.69,1.64,12.94,0.19,426,322.56
2947,15,41,48,10,32,34,63,4023.5,8354.34,21443.7,3141,-6.86,2.82,13.1,-1.29,425,321.68
2948,15,41,51,10,97,64,-1,4023.5,8354.33,21400.87,3173,-6.61,3.17,11.72,0.47,425,321.68
2949,15,41,52,10,112,140,-46,4023.5,8354.33,21324.36,3225,-7.21,2.31,14.43,0.98,425,321.68
2950,15,41,55,10,101,157,101,4023.5,8354.32,21262.31,3275,-7.3,2.15,14.7,0.27,425,321.68
2951,15,41,58,10,8,240,-103,4023.5,8354.31,21202.28,3316,-6.81,0.3,9.45,1.1,425,321.68
2952,15,42,0,10,-15,137,75,4023.6,8354.3,21154.74,3362,-7.1,1.21,13.69,0.86,425,321.68
2953,15,42,2,10,4,78,51,4023.6,8354.29,21093.29,3406,-6.66,0.39,12.47,-1.25,425,321.68
2954,15,42,4,10,22,12,81,4023.7,8354.28,21040.24,3440,-6.75,2.43,9.68,-2,424,320.8
2955,15,42,7,10,45,60,-1,4023.7,8354.27,20974.96,3500,-6.45,1.49,13.29,0.3,425,321.68
2956,15,42,8,9,55,59,24,4023.8,8354.27,20921.78,3535,-6.63,1.64,13.96,0.3,425,321.68
2957,15,42,11,10,-32,82,40,4023.9,8354.27,20871.6,3578,-6.42,0.9,11.37,-1.45,425,321.68
2958,15,42,12,10,-23,70,58,4023.9,8354.28,20808.28,3623,-6.28,1.76,11.6,0.74,425,320.8
2959,15,42,16,10,-78,45,-73,4023.1,8354.27,20751.78,3675,-6.41,2.15,13.8,0.23,425,321.68
2960,15,42,18,10,-17,84,74,4023.9,8354.28,20706.75,3717,-6.46,1.92,12.31,0.94,425,321.68
2961,15,42,20,10,-77,113,29,4023.1,8354.28,20657.28,3753,-6.31,0.82,13.33,0.7,425,321.68
2962,15,42,22,10,-30,56,12,4023.9,8354.28,20601.1,3797,-6.16,2,12.7,0.27,425,321.68
2963,15,42,24,10,-25,-8,25,4023.1,8354.28,20547.84,3843,-6.39,1.72,10.15,-1.37,425,321.68
2964,15,42,27,10,7,33,15,4023.9,8354.28,20485.76,3892,-6.36,2.23,12.82,-1.56,425,321.68
2965,15,42,28,10,-1,27,-16,4023.9,8354.28,20434.73,3942,-6.33,2.7,11.84,0.5,426,321.68
2966,15,42,31,10,-65,18,4,4023.9,8354.28,20378.45,3991,-7.36,1.72,11.88,0.47,425,321.68
2967,15,42,34,10,8,65,26,4023.8,8354.29,20326.12,4031,-7.39,1.64,12,-1.1,426,322.56
2968,15,42,36,10,-56,95,22,4023.8,8354.29,20274.27,4088,-7.1,2,10.43,0.9,425,321.68
2969,15,42,38,10,-16,100,44,4023.8,8354.29,20222.89,4124,-7.9,0.35,12.7,0.74,425,321.68
2970,15,42,40,10,-79,62,11,4023.8,8354.29,20167.57,4184,-7.41,1.72,12.39,0.66,425,321.68
2971,15,42,43,10,69,67,105,4023.9,8354.3,20112.78,4226,-7.79,2.27,12.51,-1.37,425,321.68
2972,15,42,44,10,-96,198,-2,4023.9,8354.3,20069.32,4270,-7.43,0.11,12.9,0.31,425,321.68
2973,15,42,47,10,-67,165,56,4023.1,8354.3,20009.4,4323,-7.94,1.21,13.8,0.43,425,321.68
2974,15,42,48,10,-21,112,-24,4023.1,8354.3,19950.44,4376,-8.9,1.92,14.82,1.8,425,321.68
2975,15,42,52,10,-155,56,7,4023.9,8354.3,19894.54,4435,-8.96,2.7,13.21,0.35,425,321.68
2976,15,42,54,10,-79,75,0,4023.9,8354.3,19844.37,4470,-8.55,1.17,13.57,0.62,425,321.68
2977,15,42,56,10,-14,18,22,4023.8,8354.3,19796.7,4534,-8.48,1.41,11.68,0.47,425,321.68
2978,15,42,58,10,78,-39,27,4023.8,8354.3,19737.16,4572,-8.6,3.9,10.47,0.39,425,320.8
2979,15,43,0,10,-131,-43,82,4023.8,8354.29,19695.43,4624,-9.5,0.78,9.45,-2,425,321.68
2980,15,43,3,10,82,33,-76,4023.7,8354.29,19639.93,4681,-9.6,3.13,13.61,0.98,425,321.68
2981,15,43,4,10,-17,68,-59,4023.7,8354.29,19586.93,4743,-10.12,2.54,10.8,0.74,425,321.68
2982,15,43,7,10,13,91,-18,4023.7,8354.28,19530.48,4785,-10.97,1.64,14.82,1.52,425,321.68
2983,15,43,8,10,118,98,-12,4023.6,8354.27,19488.25,4838,-11.52,3.9,12.63,0.58,425,321.68
2984,15,43,12,10,109,122,-21,4023.6,8354.25,19433.71,4891,-11.12,3.33,11.41,0,425,321.68
2985,15,43,14,10,111,88,-44,4023.6,8354.24,19390.24,4937,-10.56,2.9,13.45,0.19,425,321.68
2986,15,43,16,10,107,100,-61,4023.6,8354.23,19330.88,5000,-10.41,2.9,10.43,0.19,425,321.68
2987,15,43,18,10,180,144,9,4023.6,8354.22,19271.17,5060,-11.61,3.21,13.57,1.33,425,321.68
2988,15,43,20,10,116,157,43,4023.6,8354.2,19213.93,5115,-11.1,1.96,13.6,0.3,425,321.68
2989,15,43,23,10,43,86,-114,4023.6,8354.19,19171.13,5169,-11.21,0.54,15.6,0.19,425,321.68
2990,15,43,24,10,16,-22,44,4023.6,8354.17,19119.43,5224,-12.16,1.88,11.92,0.78,425,321.68
2991,15,43,27,10,107,20,21,4023.6,8354.16,19074.57,5278,-11.5,3.84,9.64,0.7,425,321.68
2992,15,43,30,10,-19,-47,-56,4023.5,8354.14,19014.67,5341,-12.1,2.27,13.61,0.98,425,321.68
2993,15,43,32,10,13,42,33,4023.6,8354.12,18968.79,5395,-12.18,2.27,10.86,-2.3,425,321.68
2994,15,43,34,10,-106,142,1,4023.6,8354.11,18926.83,5431,-11.65,1.68,14.8,0.78,425,321.68
2995,15,43,36,10,5,1,-28,4023.5,8354.1,18874.56,5493,-12.2,1.41,12.78,0.27,425,321.68
2996,15,43,39,10,96,15,4,4023.4,8354.7,18827.12,5547,-12.23,2.47,12.47,-1.52,426,322.56
2997,15,43,40,10,22,112,22,4023.4,8354.6,18782.65,5598,-11.69,1.21,12.82,0.47,426,322.56
2998,15,43,43,10,-84,106,55,4023.4,8354.5,18743.69,5637,-11.48,1.96,9.37,0.58,426,322.56
2999,15,43,44,10,1,-28,76,4023.4,8354.4,18694.7,5701,-11.72,0.74,14.98,0.23,426,321.68
3000,15,43,48,10,-68,7,-96,4023.4,8354.2,18641.86,5777,-11.76,2.43,13.96,1.6,426,322.56
3001,15,43,50,10,-62,-31,48,4023.4,8354.1,18596.21,5824,-12.73,1.25,11.76,0.7,426,322.56
3002,15,43,52,10,21,18,-42,4023.4,8354.1,18556.76,5873,-12.33,3.88,8.7,0.15,426,322.56
3003,15,43,54,10,-71,-1,-37,4023.4,8353.99,18510.8,5929,-12.39,2.15,13.33,1.13,425,321.68
3004,15,43,56,10,-37,39,26,4023.3,8353.97,18455.53,5991,-12.63,2.35,14.86,0.62,426,322.56
3005,15,43,59,10,-23,183,27,4023.3,8353.95,18416.98,6027,-12.18,1.17,13.53,0.62,426,322.56
3006,15,44,0,10,-42,42,-14,4023.2,8353.93,18361.63,6093,-12.96,1.76,11.92,0.3,426,322.56
3007,15,44,3,10,-64,4,27,4023.2,8353.91,18318.84,6158,-13.69,1.76,14.59,0.58,426,322.56
3008,15,44,6,10,-66,147,44,4023.1,8353.88,18268.36,6210,-12.88,1.9,11.88,0.19,426,322.56
3009,15,44,8,10,-83,54,-18,4023,8353.85,18224.62,6273,-13.64,1.72,11.68,0.35,426,322.56
3010,15,44,10,10,-91,92,15,4023,8353.82,18183.56,6328,-13.34,0.78,15.6,0.39,426,322.56
3011,15,44,12,10,-80,102,51,4023,8353.8,18135.74,6387,-13.26,0.7,13.33,0.3,425,321.68
3012,15,44,14,10,-32,141,17,4023,8353.77,18071.26,6472,-13.21,0.23,13.69,1.17,427,323.44
3013,15,44,16,10,-110,-2,-92,4023,8353.74,18025.6,6529,-14.55,1.33,16.16,1.41,425,321.68
3014,15,44,19,10,-45,99,52,4022.99,8353.72,17988.35,6579,-14.27,1.45,14.7,0.9,425,321.68
3015,15,44,20,10,-32,44,-10,4023,8353.69,17936.72,6649,-14.49,1.6,13.6,0.15,426,321.68
3016,15,44,23,10,-36,17,8,4023,8353.67,17890.76,6707,-14.96,1.84,12.98,0.39,425,321.68
3017,15,44,26,10,-3,98,2,4023,8353.65,17848.87,6761,-14.28,1.88,10.39,-1.49,426,322.56
3018,15,44,28,10,-28,148,15,4023,8353.63,17810.22,6820,-13.86,0.78,11.37,0.7,426,322.56
3019,15,44,30,10,-53,52,-12,4023,8353.61,17754.16,6889,-15.14,1.29,15.57,0.74,425,321.68
3020,15,44,32,10,-21,71,95,4023,8353.59,17706.6,6956,-15.2,1.52,14.78,0.47,425,321.68
3021,15,44,35,10,-85,175,-10,4023,8353.55,17665.2,7018,-14.59,1.13,12.35,0.66,426,322.56
3022,15,44,36,10,27,12,-96,4023,8353.53,17614.73,7085,-15.5,1.9,12.86,0.15,426,322.56
3023,15,44,39,10,40,-9,6,4023,8353.5,17570.36,7149,-15.85,1.6,13.69,0.11,426,322.56
3024,15,44,40,10,-4,79,44,4023,8353.49,17531.26,7193,-15.15,2,12.16,0.47,425,321.68
3025,15,44,44,10,-45,84,35,4023.1,8353.45,17488.17,7255,-14.81,0.58,12.27,0.82,426,322.56
3026,15,44,46,10,5,91,-9,4023.2,8353.43,17444.69,7313,-14.44,0.94,12.9,0.7,426,322.56
3027,15,44,48,10,-35,-34,20,4023.2,8353.41,17399.41,7391,-14.9,1.8,10.31,-1.88,426,322.56
3028,15,44,50,10,-37,-44,-16,4023.2,8353.38,17355.15,7449,-15.4,1.76,12.12,0,426,322.56
3029,15,44,52,10,66,21,15,4023.3,8353.36,17315.3,7505,-15.26,3.33,10.59,-1.45,427,323.44
3030,15,44,55,10,5,73,28,4023.4,8353.34,17276.38,7567,-14.85,2.47,12.63,-1.49,426,322.56
3031,15,44,56,10,-4,162,-46,4023.6,8353.33,17233.64,7631,-14.49,0.31,14.51,0.7,426,322.56
3032,15,44,59,10,-18,29,12,4023.7,8353.31,17183.13,7707,-15.83,2,10.8,0.43,426,322.56
3033,15,45,2,10,0,83,35,4023.8,8353.29,17135.67,7768,-15.69,1.92,12.98,0.94,427,323.44
3034,15,45,4,10,-22,146,-11,4023.9,8353.28,17101.14,7827,-15.13,1.13,13.88,0.78,427,323.44
3035,15,45,6,10,-83,77,2,4023.1,8353.26,17054.95,7904,-15.74,1.76,15.49,0.15,426,322.56
3036,15,45,8,10,-87,142,52,4023.11,8353.25,17014.97,7962,-15.46,0.15,13.61,0.35,426,322.56
3037,15,45,11,10,-61,59,12,4023.12,8353.24,16973.28,8022,-16.38,1.25,12.7,0.39,427,323.44
3038,15,45,12,10,36,-85,55,4023.13,8353.23,16920.91,8099,-16.48,3.9,10.39,0.7,428,324.32
3039,15,45,15,10,-29,-32,14,4023.13,8353.22,16885.59,8156,-16.14,1.37,11.96,0.66,427,323.44
3040,15,45,16,10,-91,-37,102,4023.14,8353.2,16836.46,8234,-16.85,2.7,11.41,1.33,426,322.56
3041,15,45,20,10,-34,-20,-8,4023.15,8353.17,16797.18,8300,-17.48,3.96,11.76,0.23,426,322.56
3042,15,45,22,10,-31,-3,-96,4023.16,8353.16,16751.85,8377,-17.29,2.39,14.4,-1.5,426,322.56
3043,15,45,24,10,18,39,152,4023.17,8353.15,16712.45,8425,-16.7,0.74,11.45,0.66,425,321.68
3044,15,45,26,10,-100,-48,68,4023.18,8353.13,16665.85,8499,-17.64,2.39,7.21,0.35,426,321.68
3045,15,45,28,10,-7,-88,18,4023.19,8353.1,16623.9,8579,-18.31,2.19,13.14,0.11,426,322.56
3046,15,45,31,10,8,-21,16,4023.2,8353.9,16582.2,8639,-18.27,1.56,12.67,0.19,426,322.56
3047,15,45,32,10,-36,-61,60,4023.2,8353.7,16539.56,8716,-19.28,2.3,14,1.5,426,322.56
3048,15,45,35,10,-31,-109,64,4023.2,8353.6,16500.82,8785,-20.1,1.29,11.14,0.35,426,322.56
3049,15,45,38,10,-23,-111,50,4023.21,8353.3,16450.31,8852,-20.66,1.8,11.25,0.9,426,323.44
3050,15,45,40,10,23,11,57,4023.22,8353.1,16412.9,8929,-20.28,1.84,13.18,0.43,427,323.44
3051,15,45,42,10,0,4,-37,4023.23,8352.99,16367.58,8998,-20.54,3.45,11.61,0.86,427,323.44
3052,15,45,44,10,-7,-6,47,4023.24,8352.96,16322.79,9076,-20.85,1.33,13.25,0.15,427,323.44
3053,15,45,46,10,6,31,57,4023.24,8352.94,16282.96,9140,-20.6,1.25,12.27,-1.49,428,324.32
3054,15,45,48,10,4,63,-9,4023.25,8352.91,16247.44,9198,-19.9,2.31,12.19,-1.49,426,322.56
3055,15,45,51,10,-9,84,95,4023.26,8352.89,16215.57,9253,-19.56,0.7,11.68,-1.45,426,322.56
3056,15,45,52,10,-54,120,6,4023.26,8352.87,16177.54,9324,-19.13,1.13,10.74,0.54,426,322.56
3057,15,45,55,10,-28,65,41,4023.26,8352.85,16136.86,9399,-19.25,0.43,13.96,0.35,426,322.56
3058,15,45,58,10,-8,15,10,4023.27,8352.82,16093.3,9476,-19.31,1.17,12.27,-1.41,426,322.56
3059,15,46,0,10,-15,55,50,4023.28,8352.8,16056.82,9538,-18.86,2.43,13.25,0.43,426,322.56
3060,15,46,2,10,16,62,39,4023.29,8352.77,16018.56,9603,-18.53,2.15,12.78,0.7,426,322.56
3061,15,46,4,10,-10,66,38,4023.29,8352.75,15981.8,9676,-18.23,1.56,11.92,0.94,428,324.32
3062,15,46,7,10,4,83,57,4023.3,8352.72,15940.47,9742,-17.94,1.52,11.29,-1.33,426,322.56
3063,15,46,8,10,-51,74,80,4023.31,8352.7,15902.32,9813,-17.83,0.98,14.39,0.47,426,322.56
3064,15,46,11,10,-40,45,-16,4023.32,8352.67,15863.84,9881,-17.85,1.29,12.19,0.54,426,322.56
3065,15,46,12,10,104,26,1,4023.33,8352.65,15832.12,9954,-17.93,1.41,12.8,-1.25,426,321.68
3066,15,46,16,10,-50,94,90,4023.34,8352.62,15791.33,10006,-17.79,0.94,11.76,0.35,426,322.56
3067,15,46,18,10,-42,58,1,4023.34,8352.59,15750.78,10095,-17.57,1.25,14.35,0.62,427,322.56
